loan_id,customer_id,account_id,loan_type,principal_amount,outstanding_balance,interest_rate_pct,tenure_months,emi_amount,disbursement_date,maturity_date,loan_status,installments_paid,installments_remaining,days_past_due,collateral_type,collateral_value,loan_purpose,credit_score_at_origination,annual_income_at_origination,debt_to_income_ratio,is_npa,bank_name,loan_officer_id
LOAN0009141,CUST003738,ACC0006858,MORTGAGE,269631.7,261342.02,5.11,24,11842.4,2020-09-04,2022-08-25,DEFAULTED,1,23,165,NONE,640634.43,Mortgage financing,675,48890.97,0.312,True,Wells Fargo,LO724
LOAN0009142,CUST006022,ACC0000890,AUTO,39523.27,12994.67,14.14,36,1353.5,2020-02-02,2023-01-17,APPROVED,28,8,0,FD,50481.34,Auto financing,808,105155.29,0.286,False,ICICI Bank,LO969
LOAN0009143,CUST001048,ACC0007975,MORTGAGE,969496.18,531691.12,10.52,60,20847.86,2025-07-29,2030-07-03,UNDER_REVIEW,30,30,0,VEHICLE,,Mortgage financing,763,37312.66,0.271,False,Bank of America,LO769
LOAN0009144,CUST004058,ACC0004803,EDUCATION,66233.59,24787.82,14.42,36,2277.24,2017-07-01,2020-06-15,DEFAULTED,26,10,107,VEHICLE,142489.76,Education financing,615,57603.49,0.278,True,ICICI Bank,LO451
LOAN0009145,CUST008527,ACC0009390,AUTO,21929.58,13262.46,10.41,120,294.8,2024-02-08,2033-12-17,ACTIVE,42,78,25,FD,28565.97,Auto financing,658,122550.94,0.16,False,Bank of America,LO303
LOAN0009146,CUST008230,ACC0009783,BUSINESS,115957.23,37310.12,10.36,12,10213.91,2019-03-18,2020-03-12,APPROVED,11,1,0,FD,196067.64,Business financing,790,126097.73,0.287,False,Citibank,LO860
LOAN0009147,CUST000555,ACC0007362,MORTGAGE,576749.59,283732.39,5.6,36,17441.5,2022-12-01,2025-11-15,CLOSED,24,12,0,PROPERTY,943822.93,Mortgage financing,785,135464.27,0.166,False,Wells Fargo,LO221
LOAN0009148,CUST006117,ACC0002072,MORTGAGE,206932.82,0.0,10.49,360,1891.35,2025-03-13,2054-10-07,UNDER_REVIEW,268,92,0,NONE,489444.33,Mortgage financing,723,16959.27,0.415,False,Wells Fargo,LO497
LOAN0009149,CUST006690,ACC0007225,HOME,256859.44,128853.21,12.83,24,12191.07,2023-05-01,2025-04-20,UNDER_REVIEW,15,9,0,NONE,498891.19,Home financing,700,28690.83,0.136,False,Citibank,LO749
LOAN0009150,CUST005530,ACC0007725,EDUCATION,59917.77,24102.2,4.53,12,5116.51,2017-09-18,2018-09-13,APPROVED,10,2,0,VEHICLE,,Education financing,590,63734.61,0.236,False,Wells Fargo,LO908
LOAN0009151,CUST007029,ACC0002814,AUTO,14659.2,6432.95,11.03,48,379.09,2020-02-05,2024-01-15,CLOSED,31,17,18,GUARANTOR,35613.37,Auto financing,463,14619.29,0.15,False,HDFC Bank,LO617
LOAN0009152,CUST006863,ACC0001528,HOME,104935.44,57169.12,9.33,84,1705.94,2017-12-05,2024-10-29,REJECTED,40,44,0,PROPERTY,,Home financing,659,77289.42,0.591,False,Bank of America,LO311
LOAN0009153,CUST003198,ACC0007301,AUTO,23831.16,6918.4,16.69,120,409.51,2020-08-22,2030-07-01,CLOSED,59,61,0,PROPERTY,,Auto financing,615,37005.77,0.483,False,ICICI Bank,LO820
LOAN0009154,CUST006868,ACC0005752,HOME,521222.36,219522.21,6.76,60,10261.91,2021-09-09,2026-08-14,DEFAULTED,42,18,83,VEHICLE,597869.36,Home financing,733,72886.56,0.147,False,Wells Fargo,LO730
LOAN0009155,CUST007645,ACC0001818,MORTGAGE,299336.18,0.0,12.76,360,3255.2,2024-04-20,2053-11-14,DEFAULTED,176,184,48,PROPERTY,482462.17,Mortgage financing,671,113822.86,0.578,False,Citibank,LO757
LOAN0009156,CUST002885,ACC0009258,AUTO,38289.33,24049.55,6.4,120,432.82,2017-01-16,2026-11-25,APPROVED,47,73,3,FD,56300.3,Auto financing,702,92703.72,0.278,False,ICICI Bank,LO721
LOAN0009157,CUST003843,ACC0001077,EDUCATION,72804.61,63667.31,13.7,12,6526.64,2017-04-16,2018-04-11,APPROVED,2,10,0,VEHICLE,155845.0,Education financing,677,70174.23,0.557,False,Wells Fargo,LO765
LOAN0009158,CUST002587,ACC0000577,BUSINESS,365466.62,0.0,17.65,360,5403.58,2025-06-17,2055-01-11,UNDER_REVIEW,201,159,0,FD,586890.57,Business financing,735,67161.55,0.307,False,Wells Fargo,LO300
LOAN0009159,CUST006200,ACC0008407,EDUCATION,63329.36,25064.08,6.26,240,463.26,2018-07-04,2038-03-21,REJECTED,118,122,0,FD,78051.88,Education financing,754,105269.37,0.592,False,ICICI Bank,LO381
LOAN0009160,CUST009802,ACC0006572,PERSONAL,39860.85,0.0,10.68,180,445.08,2022-01-04,2036-10-17,APPROVED,175,5,0,VEHICLE,65304.0,Personal financing,588,85989.99,0.17,False,Axis Bank,LO889
LOAN0009161,CUST005076,ACC0002249,PERSONAL,28967.1,18174.11,11.71,12,2569.76,2024-07-27,2025-07-22,DEFAULTED,6,6,46,GUARANTOR,62100.99,Personal financing,766,112432.21,0.227,False,Axis Bank,LO847
LOAN0009162,CUST001460,ACC0008844,HOME,525423.89,0.0,11.36,240,5552.68,2019-03-05,2038-11-20,ACTIVE,213,27,0,PROPERTY,1165026.98,Home financing,644,83083.66,0.257,False,HDFC Bank,LO645
LOAN0009163,CUST008962,ACC0005265,MORTGAGE,541908.79,138754.82,14.43,84,10284.54,2022-09-04,2029-07-29,CLOSED,56,28,0,VEHICLE,,Mortgage financing,705,123828.98,0.594,False,Citibank,LO914
LOAN0009164,CUST009247,ACC0009719,PERSONAL,46400.22,43453.42,15.99,12,4209.71,2018-03-30,2019-03-25,UNDER_REVIEW,1,11,0,PROPERTY,,Personal financing,815,61148.45,0.252,False,Chase,LO325
LOAN0009165,CUST001209,ACC0009460,HOME,274361.78,183899.86,18.16,36,9940.87,2018-02-26,2021-02-10,APPROVED,13,23,0,NONE,499025.17,Home financing,625,115723.61,0.445,False,Axis Bank,LO920
LOAN0009166,CUST009241,ACC0003320,PERSONAL,30321.21,0.0,14.98,240,398.82,2019-09-05,2039-05-23,APPROVED,195,45,0,NONE,68440.18,Personal financing,799,85899.34,0.482,False,Chase,LO734
LOAN0009167,CUST007948,ACC0006503,PERSONAL,6649.6,2478.16,4.56,60,124.15,2018-10-15,2023-09-19,UNDER_REVIEW,48,12,0,FD,9788.57,Personal financing,576,99335.28,0.58,False,Chase,LO959
LOAN0009168,CUST006602,ACC0007101,HOME,745388.88,239769.0,10.0,24,34395.91,2018-12-09,2020-11-28,CLOSED,21,3,0,NONE,1273031.18,Home financing,773,34889.85,0.279,False,Bank of America,LO603
LOAN0009169,CUST008366,ACC0002345,EDUCATION,31687.74,27442.96,11.52,84,551.27,2017-12-17,2024-11-10,ACTIVE,11,73,0,PROPERTY,72559.6,Education financing,550,32621.17,0.13,False,Chase,LO612
LOAN0009170,CUST001304,ACC0001450,PERSONAL,11855.23,0.0,16.25,180,176.19,2021-06-08,2036-03-21,APPROVED,131,49,18,NONE,,Personal financing,543,90203.8,0.228,False,HDFC Bank,LO680
LOAN0009171,CUST002388,ACC0004611,HOME,640960.81,461966.22,9.49,60,13458.24,2022-07-01,2027-06-05,DEFAULTED,19,41,66,NONE,,Home financing,648,45095.01,0.319,False,Wells Fargo,LO622
LOAN0009172,CUST001217,ACC0000713,PERSONAL,28025.85,22251.97,6.4,180,242.6,2025-05-12,2040-02-23,DEFAULTED,34,146,0,NONE,63585.16,Personal financing,744,127762.36,0.209,False,Axis Bank,LO971
LOAN0009173,CUST005141,ACC0005538,EDUCATION,72181.17,26552.16,6.64,60,1417.05,2021-04-15,2026-03-20,APPROVED,46,14,0,NONE,,Education financing,694,78275.82,0.349,False,Axis Bank,LO935
LOAN0009174,CUST008872,ACC0004462,MORTGAGE,585161.32,247421.18,6.64,60,11487.76,2019-05-17,2024-04-20,REJECTED,42,18,0,GUARANTOR,,Mortgage financing,577,102936.31,0.144,False,Bank of America,LO340
LOAN0009175,CUST008163,ACC0003773,BUSINESS,168972.64,0.0,12.76,120,2499.08,2017-06-01,2027-04-10,ACTIVE,114,6,0,FD,210137.91,Business financing,697,78879.49,0.423,False,Bank of America,LO815
LOAN0009176,CUST005085,ACC0001723,AUTO,37593.23,4288.96,18.46,180,617.89,2025-11-15,2040-08-28,DEFAULTED,77,103,32,NONE,93485.4,Auto financing,723,110629.86,0.158,False,HDFC Bank,LO435
LOAN0009177,CUST000124,ACC0001428,HOME,712658.99,651857.68,17.05,120,12408.43,2023-11-10,2033-09-18,CLOSED,7,113,0,NONE,1596368.79,Home financing,673,121761.05,0.476,False,Wells Fargo,LO236
LOAN0009178,CUST009238,ACC0005632,EDUCATION,36060.38,33054.38,10.79,84,613.47,2023-12-11,2030-11-04,APPROVED,7,77,0,VEHICLE,,Education financing,571,48559.81,0.558,False,Citibank,LO196
LOAN0009179,CUST001658,ACC0001974,EDUCATION,28835.29,19631.55,16.98,12,2629.64,2024-08-30,2025-08-25,APPROVED,5,7,0,PROPERTY,,Education financing,767,74936.12,0.581,False,Chase,LO588
LOAN0009180,CUST006498,ACC0008277,AUTO,33894.8,0.0,17.54,240,511.13,2018-07-01,2038-03-18,DEFAULTED,180,60,95,VEHICLE,,Auto financing,641,59192.59,0.158,True,Axis Bank,LO527
LOAN0009181,CUST008817,ACC0004987,BUSINESS,275915.95,92081.58,6.62,36,8471.63,2023-07-11,2026-06-25,CLOSED,31,5,0,GUARANTOR,661725.74,Business financing,628,47664.7,0.433,False,HDFC Bank,LO361
LOAN0009182,CUST005295,ACC0005463,AUTO,18847.87,12962.27,6.64,24,840.8,2019-08-24,2021-08-13,APPROVED,10,14,0,NONE,,Auto financing,683,69304.31,0.129,False,ICICI Bank,LO224
LOAN0009183,CUST008753,ACC0004184,MORTGAGE,534882.85,438132.53,5.36,240,3637.23,2020-09-23,2040-06-10,ACTIVE,38,202,0,GUARANTOR,,Mortgage financing,702,24229.95,0.235,False,ICICI Bank,LO999
LOAN0009184,CUST005149,ACC0003233,AUTO,23547.88,8764.86,13.78,12,2111.86,2021-07-11,2022-07-06,CLOSED,10,2,0,GUARANTOR,,Auto financing,688,68010.36,0.286,False,Citibank,LO351
LOAN0009185,CUST009163,ACC0006138,AUTO,43237.49,15888.69,15.43,240,583.13,2025-10-11,2045-06-28,UNDER_REVIEW,67,173,0,VEHICLE,,Auto financing,664,109322.65,0.335,False,HDFC Bank,LO605
LOAN0009186,CUST001695,ACC0002947,AUTO,45010.11,30056.19,13.43,36,1525.91,2019-11-11,2022-10-26,CLOSED,14,22,30,NONE,,Auto financing,675,116515.8,0.479,False,HDFC Bank,LO192
LOAN0009187,CUST006659,ACC0002338,MORTGAGE,883062.88,670570.14,4.61,120,9198.82,2024-11-30,2034-10-09,REJECTED,33,87,0,PROPERTY,,Mortgage financing,659,109265.35,0.595,False,Wells Fargo,LO827
LOAN0009188,CUST006907,ACC0001421,AUTO,12504.61,5245.05,8.95,60,259.27,2021-08-26,2026-07-31,ACTIVE,40,20,0,NONE,,Auto financing,572,77684.98,0.355,False,ICICI Bank,LO179
LOAN0009189,CUST001649,ACC0001120,PERSONAL,41152.19,0.0,11.06,360,393.77,2021-04-16,2050-11-10,UNDER_REVIEW,339,21,0,GUARANTOR,80878.55,Personal financing,579,17682.19,0.57,False,Chase,LO307
LOAN0009190,CUST008555,ACC0002495,MORTGAGE,736499.63,438447.47,8.22,240,6261.6,2021-01-17,2040-10-04,UNDER_REVIEW,68,172,0,NONE,,Mortgage financing,668,36343.14,0.328,False,Bank of America,LO135
LOAN0009191,CUST007672,ACC0000500,HOME,230796.47,85609.82,16.19,84,4609.1,2018-01-15,2024-12-09,DEFAULTED,45,39,12,FD,,Home financing,746,69896.5,0.185,False,HDFC Bank,LO986
LOAN0009192,CUST004199,ACC0005768,BUSINESS,347501.88,0.0,13.61,180,4537.13,2018-11-22,2033-09-04,DEFAULTED,142,38,155,GUARANTOR,402311.72,Business financing,689,29414.12,0.536,True,ICICI Bank,LO925
LOAN0009193,CUST006931,ACC0002540,HOME,775081.6,277174.54,18.19,12,71129.58,2024-12-10,2025-12-05,DEFAULTED,10,2,178,VEHICLE,849041.72,Home financing,706,18145.1,0.411,True,Bank of America,LO144
LOAN0009194,CUST004062,ACC0008896,HOME,456633.22,0.0,14.51,120,7230.67,2025-02-25,2035-01-04,APPROVED,103,17,0,NONE,901958.43,Home financing,629,102347.13,0.292,False,Wells Fargo,LO918
LOAN0009195,CUST007869,ACC0005692,AUTO,25396.98,10107.38,15.19,60,606.73,2025-06-09,2030-05-14,ACTIVE,36,24,0,VEHICLE,,Auto financing,663,25359.3,0.428,False,ICICI Bank,LO698
LOAN0009196,CUST007153,ACC0003341,BUSINESS,191913.66,122749.87,8.22,48,4705.02,2022-09-23,2026-09-02,REJECTED,21,27,0,GUARANTOR,,Business financing,737,104781.34,0.328,False,HDFC Bank,LO762
LOAN0009197,CUST002247,ACC0004958,MORTGAGE,774894.54,235559.73,10.49,180,8560.87,2020-09-17,2035-07-01,REJECTED,90,90,5,VEHICLE,,Mortgage financing,767,104317.71,0.243,False,Chase,LO594
LOAN0009198,CUST004577,ACC0001759,BUSINESS,176542.15,125050.74,11.33,180,2043.31,2018-03-14,2032-12-25,CLOSED,36,144,0,FD,,Business financing,765,63390.58,0.134,False,Bank of America,LO171
LOAN0009199,CUST007250,ACC0008691,EDUCATION,78546.15,0.0,18.38,120,1434.56,2017-11-03,2027-09-12,APPROVED,92,28,0,NONE,,Education financing,692,21809.56,0.514,False,Axis Bank,LO135
LOAN0009200,CUST009891,ACC0003900,PERSONAL,18744.1,12972.86,15.81,24,916.07,2022-08-08,2024-07-28,DEFAULTED,9,15,74,FD,29858.44,Personal financing,574,36156.83,0.193,False,Bank of America,LO509
LOAN0009201,CUST004656,ACC0009208,BUSINESS,121835.64,54221.52,7.04,60,2414.79,2024-05-23,2029-04-27,DEFAULTED,40,20,56,NONE,,Business financing,602,134903.6,0.291,False,HDFC Bank,LO932
LOAN0009202,CUST008366,ACC0004175,HOME,573234.1,219137.84,5.56,24,25292.59,2018-11-19,2020-11-08,UNDER_REVIEW,20,4,0,FD,,Home financing,563,29390.49,0.205,False,Chase,LO613
LOAN0009203,CUST009670,ACC0007635,PERSONAL,21042.48,7677.41,5.07,60,397.77,2022-02-01,2027-01-06,APPROVED,48,12,0,GUARANTOR,,Personal financing,691,108937.3,0.234,False,HDFC Bank,LO222
LOAN0009204,CUST006275,ACC0003133,MORTGAGE,378623.6,367965.26,14.13,180,5075.4,2021-01-30,2035-11-13,CLOSED,3,177,18,GUARANTOR,927396.68,Mortgage financing,674,51433.59,0.59,False,Axis Bank,LO662
LOAN0009205,CUST002936,ACC0002097,PERSONAL,44316.1,9032.79,17.02,24,2191.51,2017-05-03,2019-04-23,ACTIVE,23,1,0,PROPERTY,108295.67,Personal financing,814,101682.49,0.104,False,Citibank,LO127
LOAN0009206,CUST009365,ACC0006999,HOME,559230.78,179034.04,10.81,12,49376.2,2020-08-29,2021-08-24,DEFAULTED,11,1,12,PROPERTY,,Home financing,684,114386.62,0.126,False,Axis Bank,LO110
LOAN0009207,CUST008724,ACC0004843,PERSONAL,26925.99,13266.73,9.22,48,672.87,2018-11-11,2022-10-21,CLOSED,29,19,0,FD,65358.5,Personal financing,743,130972.1,0.224,False,HDFC Bank,LO790
LOAN0009208,CUST004969,ACC0005043,PERSONAL,28564.25,13093.21,6.83,180,254.04,2023-01-08,2037-10-21,REJECTED,87,93,0,NONE,,Personal financing,623,81252.41,0.499,False,Wells Fargo,LO572
LOAN0009209,CUST003783,ACC0002921,MORTGAGE,372435.0,0.0,6.06,360,2247.32,2019-07-04,2049-01-27,APPROVED,276,84,0,FD,808396.7,Mortgage financing,762,83242.35,0.523,False,Axis Bank,LO876
LOAN0009210,CUST006467,ACC0009614,MORTGAGE,609085.4,570215.55,16.92,12,55528.36,2017-06-03,2018-05-29,CLOSED,1,11,0,NONE,,Mortgage financing,687,117128.26,0.496,False,Bank of America,LO503
LOAN0009211,CUST004273,ACC0004834,HOME,168064.6,133146.85,6.97,60,3325.5,2025-05-31,2030-05-05,DEFAULTED,15,45,10,GUARANTOR,,Home financing,684,95607.76,0.591,False,Wells Fargo,LO341
LOAN0009212,CUST006666,ACC0001482,PERSONAL,12739.44,12739.44,11.12,36,417.8,2022-11-10,2025-10-25,CLOSED,0,36,0,GUARANTOR,,Personal financing,736,65867.39,0.389,False,Citibank,LO212
LOAN0009213,CUST000863,ACC0002282,MORTGAGE,299430.89,49862.46,9.36,240,2763.77,2023-12-09,2043-08-26,ACTIVE,129,111,0,VEHICLE,,Mortgage financing,669,79227.65,0.43,False,Citibank,LO534
LOAN0009214,CUST006056,ACC0007350,PERSONAL,28226.43,19186.94,4.57,120,293.49,2019-04-14,2029-02-20,APPROVED,44,76,0,GUARANTOR,61154.74,Personal financing,650,112615.89,0.47,False,Wells Fargo,LO992
LOAN0009215,CUST000317,ACC0009930,EDUCATION,33511.73,31451.34,5.1,24,1471.71,2025-05-04,2027-04-24,DEFAULTED,2,22,59,PROPERTY,59062.18,Education financing,658,97408.24,0.521,False,Axis Bank,LO399
LOAN0009216,CUST008854,ACC0003323,BUSINESS,292190.12,0.0,13.17,180,3729.66,2024-09-11,2039-06-25,UNDER_REVIEW,122,58,0,FD,,Business financing,711,38458.69,0.353,False,ICICI Bank,LO371
LOAN0009217,CUST003010,ACC0009928,AUTO,13817.68,1217.5,13.33,240,165.14,2024-06-10,2044-02-26,UNDER_REVIEW,109,131,0,PROPERTY,,Auto financing,839,66230.96,0.542,False,Axis Bank,LO738
LOAN0009218,CUST006084,ACC0008671,EDUCATION,13267.61,11489.41,13.69,24,635.07,2022-06-30,2024-06-19,CLOSED,4,20,0,FD,,Education financing,606,50506.25,0.594,False,Axis Bank,LO970
LOAN0009219,CUST001309,ACC0008134,BUSINESS,441583.83,270153.05,8.48,240,3826.58,2018-03-22,2037-12-07,CLOSED,64,176,0,NONE,,Business financing,668,48796.01,0.348,False,Axis Bank,LO546
LOAN0009220,CUST003102,ACC0003195,HOME,353351.45,287356.85,6.03,120,3928.25,2024-01-05,2033-11-13,CLOSED,24,96,20,VEHICLE,,Home financing,672,28968.62,0.594,False,Citibank,LO463
LOAN0009221,CUST000045,ACC0004736,MORTGAGE,189176.89,84847.81,10.43,24,8767.15,2025-11-16,2027-11-06,REJECTED,17,7,0,PROPERTY,437217.34,Mortgage financing,756,122170.36,0.19,False,Wells Fargo,LO478
LOAN0009222,CUST006956,ACC0002944,HOME,490652.13,153868.47,6.58,180,4295.71,2021-06-16,2036-03-29,CLOSED,112,68,0,VEHICLE,1158325.6,Home financing,745,61498.01,0.324,False,ICICI Bank,LO842
LOAN0009223,CUST003843,ACC0001077,EDUCATION,70025.06,30945.6,13.05,60,1595.08,2024-06-29,2029-06-03,ACTIVE,35,25,0,PROPERTY,90668.24,Education financing,657,56267.95,0.504,False,Wells Fargo,LO881
LOAN0009224,CUST007223,ACC0005347,HOME,281627.23,82247.73,13.98,84,5274.59,2024-12-05,2031-10-30,REJECTED,54,30,0,GUARANTOR,,Home financing,608,78851.36,0.587,False,HDFC Bank,LO170
LOAN0009225,CUST004983,ACC0001240,HOME,145739.05,91285.59,12.24,12,12965.11,2020-12-26,2021-12-21,DEFAULTED,6,6,8,NONE,,Home financing,771,61668.55,0.186,False,Wells Fargo,LO831
LOAN0009226,CUST000122,ACC0000273,HOME,639122.68,568817.9,13.52,240,7725.8,2020-03-17,2039-12-03,UNDER_REVIEW,13,227,0,VEHICLE,1374583.33,Home financing,732,116461.9,0.475,False,Axis Bank,LO556
LOAN0009227,CUST001535,ACC0007691,PERSONAL,23638.84,0.0,12.35,360,249.54,2020-12-08,2050-07-04,REJECTED,266,94,0,VEHICLE,43172.74,Personal financing,754,76782.01,0.25,False,HDFC Bank,LO990
LOAN0009228,CUST004185,ACC0002044,AUTO,16374.08,0.0,17.33,240,244.29,2017-10-01,2037-06-18,ACTIVE,126,114,0,GUARANTOR,19179.14,Auto financing,679,69738.64,0.48,False,HDFC Bank,LO335
LOAN0009229,CUST009498,ACC0007769,BUSINESS,21348.3,6229.59,4.52,36,635.24,2019-10-23,2022-10-07,UNDER_REVIEW,34,2,0,VEHICLE,,Business financing,770,100729.14,0.459,False,Citibank,LO372
LOAN0009230,CUST001338,ACC0002825,MORTGAGE,210295.5,183872.74,10.58,48,5392.4,2025-07-04,2029-06-13,DEFAULTED,7,41,150,NONE,487405.48,Mortgage financing,699,45470.91,0.11,True,Bank of America,LO393
LOAN0009231,CUST004704,ACC0007472,AUTO,12444.59,291.81,17.11,60,310.02,2024-02-18,2029-01-22,UNDER_REVIEW,56,4,0,GUARANTOR,20157.63,Auto financing,723,139275.49,0.288,False,HDFC Bank,LO652
LOAN0009232,CUST001376,ACC0001005,PERSONAL,29365.16,19437.83,9.85,36,945.46,2023-05-30,2026-05-14,APPROVED,15,21,4,NONE,,Personal financing,558,29826.34,0.402,False,Bank of America,LO449
LOAN0009233,CUST007204,ACC0007191,EDUCATION,26375.36,20164.85,18.01,84,554.51,2020-06-23,2027-05-18,ACTIVE,16,68,0,GUARANTOR,,Education financing,677,32346.38,0.378,False,Citibank,LO861
LOAN0009234,CUST005129,ACC0006433,BUSINESS,231702.77,121809.35,4.89,60,4360.85,2023-04-02,2028-03-06,DEFAULTED,36,24,27,PROPERTY,,Business financing,679,52795.66,0.163,False,Axis Bank,LO284
LOAN0009235,CUST000558,ACC0000399,EDUCATION,22394.4,7745.25,17.67,48,653.98,2018-06-30,2022-06-09,REJECTED,32,16,0,VEHICLE,,Education financing,608,84153.21,0.331,False,HDFC Bank,LO286
LOAN0009236,CUST005678,ACC0009245,AUTO,59556.78,50314.43,6.04,24,2640.67,2022-11-22,2024-11-11,ACTIVE,5,19,0,GUARANTOR,,Auto financing,714,46483.28,0.151,False,ICICI Bank,LO280
LOAN0009237,CUST009778,ACC0009690,BUSINESS,149233.63,131521.25,13.45,36,5060.68,2021-10-31,2024-10-15,REJECTED,5,31,0,FD,183877.61,Business financing,656,58279.98,0.247,False,Citibank,LO759
LOAN0009238,CUST003641,ACC0007333,BUSINESS,295316.37,0.0,9.5,120,3821.32,2023-08-30,2033-07-08,ACTIVE,112,8,0,FD,,Business financing,733,153492.52,0.452,False,Citibank,LO314
LOAN0009239,CUST005499,ACC0006552,BUSINESS,211170.09,0.0,17.68,240,3207.1,2017-07-10,2037-03-27,REJECTED,200,40,0,GUARANTOR,502436.34,Business financing,705,116059.5,0.332,False,Wells Fargo,LO434
LOAN0009240,CUST007421,ACC0006521,BUSINESS,330584.49,257107.62,17.02,48,9542.45,2025-04-27,2029-04-06,REJECTED,11,37,0,GUARANTOR,,Business financing,708,62917.44,0.545,False,HDFC Bank,LO575
LOAN0009241,CUST002082,ACC0004047,AUTO,52110.1,43175.58,5.58,84,750.8,2022-08-12,2029-07-06,APPROVED,17,67,0,GUARANTOR,,Auto financing,730,97123.1,0.302,False,ICICI Bank,LO267
LOAN0009242,CUST009169,ACC0003506,HOME,155104.06,34422.69,8.91,36,4925.77,2022-08-21,2025-08-05,REJECTED,35,1,0,GUARANTOR,261107.49,Home financing,784,34989.62,0.362,False,Bank of America,LO286
LOAN0009243,CUST002049,ACC0002146,PERSONAL,49791.39,0.0,14.92,360,626.4,2021-12-13,2051-07-09,APPROVED,325,35,0,PROPERTY,62269.11,Personal financing,827,67178.38,0.468,False,Axis Bank,LO353
LOAN0009244,CUST006877,ACC0000866,BUSINESS,124335.89,77395.23,16.14,24,6096.19,2018-06-30,2020-06-19,CLOSED,11,13,0,FD,215184.98,Business financing,753,28558.81,0.528,False,Chase,LO514
LOAN0009245,CUST008589,ACC0007551,MORTGAGE,528372.9,251842.48,14.63,120,8405.18,2018-07-30,2028-06-07,APPROVED,47,73,0,VEHICLE,1206202.77,Mortgage financing,814,98078.21,0.185,False,Citibank,LO303
LOAN0009246,CUST005913,ACC0000334,BUSINESS,118525.31,74512.34,14.45,24,5715.97,2020-10-16,2022-10-06,DEFAULTED,11,13,15,NONE,,Business financing,764,32524.18,0.296,False,Chase,LO208
LOAN0009247,CUST007427,ACC0005732,BUSINESS,315430.33,225604.54,18.06,60,8020.16,2020-05-26,2025-04-30,CLOSED,16,44,0,VEHICLE,318487.57,Business financing,562,61788.41,0.194,False,Chase,LO413
LOAN0009248,CUST006575,ACC0006000,PERSONAL,26988.99,24278.46,13.6,24,1290.73,2019-08-27,2021-08-16,ACTIVE,3,21,0,FD,44886.2,Personal financing,665,91589.86,0.507,False,Axis Bank,LO621
LOAN0009249,CUST007522,ACC0007049,HOME,136905.78,16039.23,8.07,240,1151.11,2018-06-18,2038-03-05,REJECTED,150,90,0,PROPERTY,,Home financing,682,116184.86,0.334,False,Axis Bank,LO699
LOAN0009250,CUST000577,ACC0000891,PERSONAL,48983.06,12146.26,11.22,24,2288.0,2025-07-04,2027-06-24,APPROVED,23,1,24,VEHICLE,,Personal financing,736,100154.55,0.313,False,Axis Bank,LO269
LOAN0009251,CUST005330,ACC0005022,AUTO,51730.2,16334.49,10.67,36,1685.51,2018-06-15,2021-05-30,APPROVED,30,6,0,NONE,61749.14,Auto financing,674,76762.17,0.512,False,Citibank,LO310
LOAN0009252,CUST007976,ACC0002218,PERSONAL,31732.78,415.55,5.73,180,263.17,2025-11-19,2040-09-01,CLOSED,170,10,0,VEHICLE,71819.84,Personal financing,710,76230.62,0.386,False,Bank of America,LO920
LOAN0009253,CUST008651,ACC0009513,HOME,456120.56,207682.75,12.38,240,5143.64,2024-12-04,2044-08-21,APPROVED,69,171,0,NONE,,Home financing,557,68444.85,0.318,False,HDFC Bank,LO623
LOAN0009254,CUST001417,ACC0007690,BUSINESS,304945.5,73398.66,18.01,36,11026.04,2024-01-07,2026-12-22,REJECTED,30,6,0,FD,,Business financing,631,99598.78,0.106,False,Wells Fargo,LO637
LOAN0009255,CUST007850,ACC0003059,AUTO,18623.68,0.0,17.87,360,278.7,2025-01-29,2054-08-25,UNDER_REVIEW,177,183,0,VEHICLE,38851.71,Auto financing,696,76442.75,0.167,False,HDFC Bank,LO644
LOAN0009256,CUST009504,ACC0005272,EDUCATION,52671.77,50905.95,13.36,240,630.65,2018-02-21,2037-11-08,DEFAULTED,4,236,59,GUARANTOR,77825.33,Education financing,519,67859.06,0.207,False,Chase,LO585
LOAN0009257,CUST006149,ACC0009608,HOME,742694.44,742694.44,8.32,120,9137.0,2024-11-05,2034-09-14,REJECTED,0,120,0,NONE,918104.97,Home financing,701,45266.68,0.432,False,HDFC Bank,LO673
LOAN0009258,CUST007405,ACC0005075,EDUCATION,79030.11,0.0,14.15,120,1234.21,2017-06-08,2027-04-17,ACTIVE,105,15,0,VEHICLE,,Education financing,639,40294.85,0.304,False,ICICI Bank,LO427
LOAN0009259,CUST004289,ACC0006582,HOME,695194.72,550551.55,17.2,24,34438.85,2022-10-14,2024-10-03,DEFAULTED,6,18,111,GUARANTOR,,Home financing,744,135771.82,0.291,True,Chase,LO770
LOAN0009260,CUST009728,ACC0009840,PERSONAL,15543.71,6453.94,6.32,180,133.87,2018-12-14,2033-09-26,REJECTED,97,83,0,FD,,Personal financing,700,142707.31,0.138,False,Citibank,LO962
LOAN0009261,CUST009590,ACC0005484,EDUCATION,45331.27,27496.27,7.2,84,688.61,2024-07-18,2031-06-12,APPROVED,37,47,0,GUARANTOR,71629.39,Education financing,480,59843.44,0.123,False,Axis Bank,LO518
LOAN0009262,CUST009238,ACC0005632,BUSINESS,273178.55,0.0,18.08,360,4134.88,2021-12-17,2051-07-13,UNDER_REVIEW,348,12,0,VEHICLE,,Business financing,566,49892.89,0.276,False,Citibank,LO892
